央视,#genre#
CCTV-10科教,http://tt-live.bestvcdn.com.cn/live/program/live/cctv10hd8m/8000000/mnf.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8#http://wabc.ml/sxg.php?id=CCTV-10H265_4000#http://117.169.121.162:6610/PLTV/88888910/224/3221225627/index.m3u8#http://117.169.120.140:8080/live/cctv-10/.m3u8
CCTV-11戏曲,http://tt-live.bestvcdn.com.cn/live/program/live/cctv11hd8m/8000000/mnf.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225628/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/cctv11HD/__op/default/__f//index.m3u8#http://wabc.ml/sxg.php?id=CCTV-11-H265_4000
CCTV-12社会与法,http://tt-live.bestvcdn.com.cn/live/program/live/cctv12hd8m/8000000/mnf.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225629/index.m3u8#http://wabc.ml/sxg.php?id=CCTV-12H265_4000#http://117.169.121.162:6610/PLTV/88888910/224/3221225629/index.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225637/index.m3u8
CCTV-13新闻,http://tt-live.bestvcdn.com.cn/live/program/live/cctv13xwhd8m/8000000/mnf.m3u8#http://wabc.ml/sxg.php?id=CCTV-xw_4000#http://117.169.120.140:8080/live/cctv-13/.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225638/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/CCTVNewsHD/__op/default/__f//index.m3u8
CCTV-14少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225640/index.m3u8#http://wabc.ml/sxg.php?id=CCTV-14H265_4000#http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8#http://tt-live.bestvcdn.com.cn/live/program/live/cctvsehd8m/8000000/mnf.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225639/index.m3u8
CCTV-15音乐,http://tt-live.bestvcdn.com.cn/live/program/live/cctv15hd8m/8000000/mnf.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225641/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/cctv15HD/__op/default/__f//index.m3u8#http://wabc.ml/sxg.php?id=CCTV-15-yyH265_4000
CCTV-17农村农业,http://tt-live.bestvcdn.com.cn/live/program/live/cctv17hd8m/8000000/mnf.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225908/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/cctv17HD/__op/default/__f//index.m3u8
CGTN,http://live.cgtn.com/1000/prog_index.m3u8#https://livedoc.cgtn.com/1000d/prog_index.m3u8#https://live.cgtn.com/1000/prog_index.m3u8#http://livees.cgtn.com/500e/prog_index.m3u8#http://livefr.cgtn.com/1000f/prog_index.m3u8
CCTV-4欧洲,https://piccpndali.v.myalicdn.com/audio/cctveurope_2.m3u8
CCTV-4美洲,https://piccpndali.v.myalicdn.com/audio/cctvamerica_2.m3u8
CCTV4K,http://tt-live.bestvcdn.com.cn/live/program/live/cctv4k/15000000/mnf.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/CCTV4K/__op/default/__f//index.m3u8#https://p.ggiptv.com/v/4k.m3u8
CCTV奥林匹克频道,http://tt-live.bestvcdn.com.cn/live/program/live/cctv16hd4k/15000000/mnf.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/CCTV16_4K/__op/default/__f//index.m3u8#http://tt-live.bestvcdn.com.cn/live/program/live/cctv16hd8m/8000000/mnf.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226230/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221226230/index.m3u8

卫视,#genre#
湖南卫视,http://tt-live.bestvcdn.com.cn/live/program/live/hunanwshd8m/8000000/mnf.m3u8#http://39.134.193.112:6610/030000001000/HNWS-HD/index.m3u8?livemode=1#http://wabc.ml/sxg.php?id=hnwsH265_4000#http://117.169.121.162:6610/PLTV/88888910/224/3221225745/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787#http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
江苏卫视,http://39.134.193.112:6610/030000001000/G_JIANGSU-HD/index.m3u8?livemode=1#http://tt-live.bestvcdn.com.cn/live/program/live/jswshd8m/8000000/mnf.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225743/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225743/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/jiangsuHD/__op/default/__f//index.m3u8
北京卫视,http://pull.brtvcloud.com:80/brtv8kapptv/brtv8kappweishi.m3u8#http://tt-live.bestvcdn.com.cn/live/program/live/bjwshd8m/8000000/mnf.m3u8#http://39.134.193.112:6610/030000001000/BTV-1/index.m3u8?livemode=1#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225600/index.m3u8?fmt=ts2hls#http://39.135.138.58:18890/PLTV/88888910/224/3221225673/index.m3u8
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8#http://39.134.193.112:6610/030000001000/DFWS-HD/index.m3u8?livemode=1#http://wabc.ml/sxg.php?id=dfwsH265_4000#http://tt-live.bestvcdn.com.cn/live/program/live/dfwshd8m/8000000/mnf.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225489/index.m3u8?fmt=ts2hls
安徽卫视,http://tt-live.bestvcdn.com.cn/live/program/live/ahwshd8m/8000000/mnf.m3u8#http://222.132.191.125:9901/tsfile/live/0130_1.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225737/index.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225737/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/anhuiSD/__op/default/__f//index.m3u8
广东卫视,http://tt-live.bestvcdn.com.cn/live/program/live/gdwshd8m/8000000/mnf.m3u8#http://wabc.ml/sxg.php?id=gdwsH265_4000#http://39.134.193.112:6610/030000001000/GDWS-HD/index.m3u8?livemode=1#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225742/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225742/index.m3u8
深圳卫视,http://tt-live.bestvcdn.com.cn/live/program/live/szwshd8m/8000000/mnf.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225741/index.m3u8?zweimd#http://117.169.121.162:6610/PLTV/88888910/224/3221225741/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225741/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/shenzhenHD/__op/default/__f//index.m3u8
辽宁卫视,http://tt-live.bestvcdn.com.cn/live/program/live/lnwshd8m/8000000/mnf.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225735/index.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225696/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225735/index.m3u8
海南卫视,http://tt-live.bestvcdn.com.cn/live/program/live/hainanwshd8m/8000000/mnf.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225722/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/hainanSD/__op/default/__f//index.m3u8#http://39.134.193.112:6610/030000001000/LYWS/index.m3u8?livemode=1#http://satellitepull.cnr.cn/live/wxhainlyws/playlist.m3u8
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8#http://tt-live.bestvcdn.com.cn/live/program/live/sdws8m/8000000/mnf.m3u8#http://wabc.ml/sxg.php?id=sdwsH265_4000#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225697/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225738/index.m3u8
天津卫视,http://tt-live.bestvcdn.com.cn/live/program/live/tjwshd8m/8000000/mnf.m3u8#http://222.132.191.125:9901/tsfile/live/0135_1.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225739/index.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225739/index.m3u8#http://wabc.ml/sxg.php?id=tjwsH265_4000
重庆卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225734/index.m3u8#http://tt-live.bestvcdn.com.cn/live/program/live/cqws8m/8000000/mnf.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225734/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225734/index.m3u8#http://wabc.ml/sxg.php?id=cqwsH265_4000
东南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8#http://tt-live.bestvcdn.com.cn/live/program/live/dnwshd8m/8000000/mnf.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/dongnanHD/__op/default/__f//index.m3u8#http://117.169.120.140:8080/live/dongnanstv/.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225657/index.m3u8
甘肃卫视,http://tt-live.bestvcdn.com.cn/live/program/live/gswshd8m/8000000/mnf.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225724/index.m3u8#http://wabc.ml/sxg.php?id=gsws_4000#http://39.134.193.112:6610/030000001000/G_GANSU/index.m3u8?livemode=1#http://satellitepull.cnr.cn/live/wxgsws/playlist.m3u8
广西卫视,http://tt-live.bestvcdn.com.cn/live/program/live/gxwshd8m/8000000/mnf.m3u8#http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221226211/2/index.m3u8?fmt=ts2hls#http://111.59.63.32:9901/tsfile/live/1003_1.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/guangxiHD/__op/default/__f//index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls
贵州卫视,http://tt-live.bestvcdn.com.cn/live/program/live/gzwshd8m/8000000/mnf.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225728/index.m3u8#http://wabc.ml/sxg.php?id=gzwsH265_4000#http://bytedance.live.cqccn.com/__cl/cg:live/__c/guizhouHD/__op/default/__f//index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225483/index.m3u8?fmt=ts2hls
河北卫视,http://tt-live.bestvcdn.com.cn/live/program/live/hbwshd8m/8000000/mnf.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225732/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/hebeiSD/__op/default/__f//index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
黑龙江卫视,http://39.134.193.112:6610/030000001000/HLJWS-HD/index.m3u8?livemode=1#http://tt-live.bestvcdn.com.cn/live/program/live/hljwshd8m/8000000/mnf.m3u8#http://39.134.193.112:6610/030000001000/G_HEILONGJIANG-CQ/index.m3u8?livemode=1#http://39.135.138.58:18890/PLTV/88888888/224/3221225736/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225736/index.m3u8
河南卫视,http://tt-live.bestvcdn.com.cn/live/program/live/hnwshd8m/8000000/mnf.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/henanHD/__op/default/__f//index.m3u8#http://wabc.ml/sxg.php?id=hnws35_4000#http://39.135.138.58:18890/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls#http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
湖北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225740/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/hubeiSD/__op/default/__f//index.m3u8#http://222.132.191.125:9901/tsfile/live/0132_1.m3u8#http://wabc.ml/sxg.php?id=hbwsH265_4000#http://117.169.121.162:6610/PLTV/88888910/224/3221225699/index.m3u8
江西卫视,http://tt-live.bestvcdn.com.cn/live/program/live/jxws8m/8000000/mnf.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8#http://111.59.189.40:8445/tsfile/live/0010_1.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225746/index.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225705/index.m3u8
吉林卫视,http://tt-live.bestvcdn.com.cn/live/program/live/jlwshd8m/8000000/mnf.m3u8#http://stream4.jlntv.cn:80/jlwshd/playlist.m3u8?#http://117.169.120.140:8080/live/jilinstv/.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225680/index.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225680/index.m3u8
内蒙古卫视,http://39.134.193.112:6610/030000001000/G_NEIMENGGU/index.m3u8?livemode=1#http://117.169.120.140:8080/live/neimenggustv/.m3u8#http://wabc.ml/sxg.php?id=nmgws_4000#http://39.135.138.58:18890/PLTV/88888888/224/3221225667/index.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225667/index.m3u8
宁夏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225726/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225726/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/ningxia/__op/default/__f//index.m3u8#http://39.134.193.112:6610/030000001000/G_NINGXIA/index.m3u8?livemode=1#http://satellitepull.cnr.cn/live/wxnxws/playlist.m3u8
山西卫视,http://111.59.189.40:8445/tsfile/live/0118_1.m3u8#http://player.521fanli.cn/1691/0/tide/tidem3u8.php?id=shanxihd#http://iptv.cooltv.top/tv/cutv.php?id=sxws2#http://39.134.193.112:6610/030000001000/SXWS/index.m3u8?livemode=1#http://bytedance.live.cqccn.com/__cl/cg:live/__c/shanxiSD/__op/default/__f//index.m3u8
陕西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225729/index.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225729/index.m3u8#http://wabc.ml/sxg.php?id=sxws_4000#http://122.228.87.26:843/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8#http://122.228.87.30:843/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
四川卫视,http://tt-live.bestvcdn.com.cn/live/program/live/scwshd/8000000/mnf.m3u8#http://wabc.ml/sxg.php?id=scwsH265_4000#http://bytedance.live.cqccn.com/__cl/cg:live/__c/sichuanHD/__op/default/__f//index.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225733/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225487/index.m3u8?fmt=ts2hls
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=58347f72aece2c25c685b8dc4da74652&txTime=95A66658#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225725/index.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225725/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/xinjiangSD/__op/default/__f//index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225725/index.m3u8
云南卫视,http://tt-live.bestvcdn.com.cn/live/program/live/ynwshd8m/8000000/mnf.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/yunnanSD/__op/default/__f//index.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225664/index.m3u8#http://39.134.193.112:6610/030000001000/G_YUNNAN/index.m3u8?livemode=1#http://wabc.ml/sxg.php?id=ynws_4000
青海卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225727/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225727/index.m3u8#http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484#http://stream.qhbtv.com/qhws/playlist.m3u8#http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
南方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226203/index.m3u8
兵团卫视,http://test5.btzx.com.cn/live/xjbtws.stream/playlist.m3u8#http://111.59.189.40:8445/tsfile/live/0115_1.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221226200/index.m3u8#http://bytedance.live.cqccn.com/__cl/cg:live/__c/bingtuanSD/__op/default/__f//index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?zjild#http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8#http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild#http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8#http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
厦门卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226199/index.m3u8?zfud#http://39.135.138.58:18890/ysten-businessmobile/live/SD-4000k-576P-xiamenstv/1.m3u8?zfud
金鹰卡通,http://223.151.51.27:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0#http://111.59.189.40:8445/tsfile/live/1016_1.m3u8#http://39.134.193.112:6610/030000001000/G_JINYING/index.m3u8?livemode=1
康巴卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226207/index.m3u8
西藏卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225723/index.m3u8#http://117.169.120.140:8080/live/xizangstv/.m3u8#http://117.169.121.162:6610/PLTV/88888910/224/3221225723/index.m3u8#http://media.vtibet.com/masvod/HLSLive/9/hanyuTV_q1.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225723/index.m3u8
三沙卫视,http://bytedance.live.cqccn.com/__cl/cg:live/__c/sanshaSD/__op/default/__f//index.m3u8

香港,#genre#
无线新闻台,http://iptv.cooltv.top/tv/tvb.php?id=0
无线财经资讯台,http://iptv.cooltv.top/tv/tvb.php?id=2
凤凰卫视中文台,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8#http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8#http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8#http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8#https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰卫视资讯台,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8#http://111.59.189.40:8445/tsfile/live/1021_1.m3u8?zgangd#http://111.59.189.40:8445/tsfile/live/1021_1.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8?zgangd
凤凰卫视香港台,http://iptv.cooltv.top/tv/lotus.php
Viu TV,https://cdn.hklive.tv/hls/99/index.m3u8
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8#http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港国际财经台,https://cdn.hklive.tv/hls/76/index.m3u8#http://uc6.i-cable.com/live_freedirect/opentvhd002_h.live/playlist.m3u8
有线财经资讯台,http://61.10.2.140/live_freedirect/freehd208_h.live/playlist.m3u8
有线新闻台,http://61.10.2.140/live_freedirect/freehd209_h.live/playlist.m3u8
